listing_id,id,neighbourhood,date,reviewer_id,reviewer_name,comments
10282546,89788640,Grand Falls Town,42581,16442846,Adela,"Anne's house is absolutely beautiful! Spacious, clean, great energy, gorgeous views of St. John River, trails. We experienced zip lining over the Falls :D such captivating town!! Anne is the warmest and kindest person I've met. If you decide to stay over I'd suggest you do it for more than overnight. Such a beautiful hidden jewel!! I recommend Anne's place 100%. "
10282546,92261247,Grand Falls Town,42590,69877565,Kelvin,Anne 是个负责任的房东，房子很好，我们那天来得很晚，Anne 一直在等我们。而且也介绍了一下附近的环境。
10282546,129939041,Grand Falls Town,42769,3924301,Stéphane,"The house is very comfortable and well located. <br/>The view at the sunrise is great ... and Anne is very friendly.<br/>I will recommend this place for sure, far better than any hotel !"
10282546,155973682,Grand Falls Town,42884,109605256,Susan,"Easy to find, great view.  Anne was there to meet us and chatted about the local area and the rest of our trip.  We took her advice on where to eat and enjoyed our meal.  Would recommend this stay."
10282546,160780147,Grand Falls Town,42901,116241391,Denise,"Great house, very convenient with babies or small kids. Anne was a great host."
10282546,166464811,Grand Falls Town,42919,57196542,Krystle,The place is exactly as described.  Anne was very informative and passionate about the area. Beautiful view!!! 
10282546,169172933,Grand Falls Town,42927,1985628,Johanna,"We loved it at Anne's place in Grand Falls.<br/>Conveniently located on our route from PEI to Quebec it was also a very comfortable, spacious and pretty gem. Super cute garden with tree house, the most amazing view and all tip top.<br/><br/>Communication and check-in couldn't have been easier."
10282546,169457574,Grand Falls Town,42928,128969558,Yong Chang,"Two days before the house to choose this house to live, first, it is moderate, the second, the house is very easy to visit from the waterfall, and the third, this house can be seen next to the waterfall shed water, and we live in the sky rainbow, A few photographers to take pictures。Thank you very"
10282546,170083964,Grand Falls Town,42930,112590379,Susie,Great location
10282546,173044084,Grand Falls Town,42938,80104820,Meg,Great location!
10282546,173593997,Grand Falls Town,42939,33103248,Craig,"Terrific spot.., thanks you for the hospitality. We had a great time in grand falls and your place is what made the visit! Quiet and comfortable but close to everything at the same time. So relaxing!"
10282546,175293004,Grand Falls Town,42944,30905989,Stephan & Christian,"Spotlessly clean, well situated, great views and wonderful communication with Anne.   We unfortunately didn't meet but everything was flawless.   Would come and stay here again."
10282546,175720759,Grand Falls Town,42945,122107709,Monika,Very nice place. We stopped here on the way to Nova Scotia and were very happy we did. The house is charming with comfortable beds and new leather furniture. Take the time to walk along the falls in both directions; well worth it.<br/>Anne was very friendly and helpful; we would definitely stay here again.
10282546,176272024,Grand Falls Town,42946,26834237,Bryan,"We met Ann and she was a lovely lady to deal with, very informative and full of knowledge of the area. The house was just as advertised,very clean and tidy. We enjoyed staying at Ann's place and will recommend it to anyone. We will definitely stay there again"
10282546,177384971,Grand Falls Town,42949,28827181,Stéphane,"Great view, clean and quiet location."
10282546,178982255,Grand Falls Town,42953,120438197,Mario,"La maison de Anne est un lieu extra ordinaire. Les lits sont très confortables, toute la plomberie fonctionne très bien et tous les essentiels sont fournis. Il s'agit d'un lieu enchanteur, calme et charmant. Anne est très sympathique et veille à ce que ses invités  se sentent bien reçu chez elle."
10282546,179449620,Grand Falls Town,42954,20263776,Cheng,"Anne has completely renovated the house, terrific spot at the end of a quiet street with the view of Saint John river, within walking distances with everything. The house is charming with comfortable beds, spotless clean and nice decorated. A beautiful garden at the back with herb patches. We would definitely come back again."
10282546,180168888,Grand Falls Town,42956,135737199,Jacqueline,A great house!  Clean and very comfortable. Lots of things to look at. Kids loved the backyard! We enjoyed our stay.
10282546,180523576,Grand Falls Town,42957,130449808,Connie,"This home is with great comfort and style.  It has a warm, vintage feel and is comfortable and clean.  It is on the majestic St. John River and the town is lovely.  Anne is a charming hostess.  This home is highly recommended."
10282546,180893068,Grand Falls Town,42958,140106751,Craig,"What a little gem Anne's place is to stay.  Very easy to find, very comfortable accommodations, clean with lots of parking.  Please make a coffee and head to the back of the yard to enjoy the stunning view of the river that runs below.  Ill be back."
